epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,6763.9,1.83974,1.65061,1.71873,0.65581,0.51961,0.55575,0.22134,2.05812,1.69658,2.10254,0.0010892,0.0010892,0.0010892
71,6857.74,1.83042,1.63828,1.71471,0.67276,0.53309,0.58484,0.24366,2.00764,1.6649,2.05056,0.001076,0.001076,0.001076
72,6953.95,1.85813,1.62877,1.73996,0.6953,0.51593,0.57578,0.23101,2.04975,1.67509,2.07971,0.0010628,0.0010628,0.0010628
73,7048.93,1.8171,1.55092,1.71994,0.699,0.54779,0.60428,0.25186,2.01511,1.60094,2.0512,0.0010496,0.0010496,0.0010496
74,7149.9,1.82439,1.60337,1.71093,0.69366,0.5576,0.59583,0.24616,2.01241,1.59803,2.05211,0.0010364,0.0010364,0.0010364
75,7244.42,1.83197,1.60324,1.71057,0.65319,0.53431,0.56621,0.23238,2.01404,1.71114,2.05008,0.0010232,0.0010232,0.0010232
76,7340.42,1.82043,1.59273,1.70607,0.69177,0.53357,0.58307,0.24595,1.99602,1.62957,2.03916,0.00101,0.00101,0.00101
77,7435.6,1.81694,1.57179,1.70207,0.68163,0.5674,0.6138,0.25613,1.98641,1.59815,2.05192,0.0009968,0.0009968,0.0009968
78,7531.11,1.80568,1.56123,1.69114,0.69539,0.54555,0.60009,0.24232,2.05031,1.6331,2.08985,0.0009836,0.0009836,0.0009836
79,7626.88,1.81797,1.53886,1.71282,0.69683,0.55771,0.59719,0.24572,2.02215,1.6002,2.06852,0.0009704,0.0009704,0.0009704
80,7721.31,1.80371,1.51777,1.70122,0.72831,0.56863,0.62439,0.25626,2.00284,1.54871,2.07206,0.0009572,0.0009572,0.0009572
81,7823.11,1.78681,1.50985,1.6804,0.71332,0.56127,0.61006,0.2561,2.00242,1.58606,2.06287,0.000944,0.000944,0.000944
82,7918.65,1.77247,1.52217,1.68538,0.68323,0.58333,0.61751,0.25131,2.01202,1.54846,2.06919,0.0009308,0.0009308,0.0009308
83,8014.73,1.78221,1.51633,1.67966,0.70209,0.55882,0.5977,0.25393,2.01133,1.56495,2.07012,0.0009176,0.0009176,0.0009176
84,8109.77,1.7616,1.43982,1.66628,0.71984,0.57937,0.62072,0.25375,2.03069,1.56257,2.09194,0.0009044,0.0009044,0.0009044
85,8206.24,1.76157,1.48164,1.67986,0.72506,0.56235,0.61888,0.25938,2.01762,1.57853,2.06136,0.0008912,0.0008912,0.0008912
86,8307.48,1.75944,1.46176,1.65476,0.67483,0.56127,0.59766,0.25782,2.02166,1.60275,2.07311,0.000878,0.000878,0.000878
87,8403.66,1.73913,1.44494,1.66084,0.73075,0.58701,0.63304,0.26786,2.02711,1.48756,2.09513,0.0008648,0.0008648,0.0008648
88,8499.13,1.74722,1.44421,1.65628,0.72327,0.57108,0.60939,0.26089,2.00982,1.54468,2.05029,0.0008516,0.0008516,0.0008516
89,8593.64,1.74748,1.43349,1.66305,0.69673,0.62132,0.64881,0.27193,1.98978,1.51775,2.05322,0.0008384,0.0008384,0.0008384
90,8695.9,1.74204,1.42116,1.64016,0.69805,0.54289,0.59974,0.25185,2.02285,1.57957,2.07173,0.0008252,0.0008252,0.0008252
91,8790.23,1.72027,1.41863,1.62704,0.66852,0.59564,0.60981,0.2589,2.00155,1.53315,2.07865,0.000812,0.000812,0.000812
92,8886.38,1.72219,1.41347,1.64625,0.7067,0.59436,0.63209,0.26815,2.02037,1.49155,2.06684,0.0007988,0.0007988,0.0007988
93,8980.42,1.72092,1.42754,1.63785,0.7089,0.59191,0.63475,0.26534,1.99088,1.49042,2.08366,0.0007856,0.0007856,0.0007856
94,9076.49,1.70117,1.35755,1.61508,0.71475,0.59263,0.64651,0.26781,2.03187,1.46119,2.09387,0.0007724,0.0007724,0.0007724
95,9171.37,1.70909,1.36451,1.62806,0.6963,0.60049,0.64104,0.26953,2.04193,1.46517,2.10149,0.0007592,0.0007592,0.0007592
96,9267.42,1.69589,1.3637,1.62907,0.71883,0.59804,0.64588,0.27103,2.03289,1.48439,2.09683,0.000746,0.000746,0.000746
97,9362.14,1.68641,1.36807,1.63584,0.71161,0.57966,0.63502,0.2678,2.00934,1.47306,2.08474,0.0007328,0.0007328,0.0007328
98,9458.19,1.69489,1.32652,1.61126,0.70948,0.60453,0.64174,0.26628,2.05825,1.47078,2.1236,0.0007196,0.0007196,0.0007196
99,9553.1,1.68836,1.32667,1.61049,0.74294,0.58088,0.64588,0.27595,1.99903,1.46103,2.0725,0.0007064,0.0007064,0.0007064
100,9653.83,1.66813,1.33498,1.61561,0.74546,0.59191,0.64594,0.27395,2,1.44439,2.09973,0.0006932,0.0006932,0.0006932
101,9749.52,1.67259,1.33448,1.61366,0.7247,0.58946,0.64137,0.27036,2.02135,1.46803,2.08385,0.00068,0.00068,0.00068
102,9844.28,1.66422,1.32541,1.59865,0.72323,0.63235,0.65888,0.28035,2.00122,1.43176,2.08994,0.0006668,0.0006668,0.0006668
103,9940.2,1.64284,1.28785,1.59605,0.70724,0.59069,0.62759,0.26496,2.06323,1.47008,2.14375,0.0006536,0.0006536,0.0006536
104,10035.3,1.6855,1.3223,1.62325,0.71359,0.62132,0.64942,0.28143,1.99718,1.41435,2.08938,0.0006404,0.0006404,0.0006404
105,10136.3,1.62783,1.28372,1.57517,0.72392,0.59681,0.63668,0.27428,2.03391,1.4477,2.12994,0.0006272,0.0006272,0.0006272
106,10232.5,1.62963,1.28229,1.5854,0.72104,0.61029,0.6506,0.28305,1.99691,1.38422,2.0859,0.000614,0.000614,0.000614
107,10333.8,1.6231,1.26793,1.58116,0.73469,0.60539,0.64395,0.27876,1.9959,1.41927,2.08661,0.0006008,0.0006008,0.0006008
108,10429.3,1.62514,1.26022,1.57377,0.71782,0.61724,0.65544,0.28016,2.02385,1.39337,2.11089,0.0005876,0.0005876,0.0005876
109,10524.3,1.61018,1.25277,1.57389,0.71655,0.60417,0.6454,0.27115,2.02761,1.43187,2.11363,0.0005744,0.0005744,0.0005744
110,10620,1.60645,1.25988,1.57425,0.72829,0.60907,0.66667,0.28345,1.99518,1.43444,2.07925,0.0005612,0.0005612,0.0005612
111,10720.8,1.60646,1.22984,1.56507,0.70779,0.61887,0.643,0.28329,2.02,1.40629,2.11131,0.000548,0.000548,0.000548
112,10816.8,1.61152,1.22919,1.55426,0.72868,0.61765,0.64974,0.28128,2.01857,1.4115,2.12382,0.0005348,0.0005348,0.0005348
113,10912.5,1.59391,1.20756,1.5644,0.73469,0.61887,0.66088,0.28511,2.0065,1.37508,2.10854,0.0005216,0.0005216,0.0005216
114,11007.9,1.60008,1.20832,1.56399,0.7397,0.61641,0.66431,0.28973,1.97582,1.39693,2.06932,0.0005084,0.0005084,0.0005084
115,11109.3,1.58163,1.21373,1.53882,0.71096,0.6299,0.66982,0.28705,2.00244,1.38514,2.10081,0.0004952,0.0004952,0.0004952
116,11205.9,1.58478,1.18476,1.54806,0.70084,0.6201,0.64747,0.27751,2.03109,1.40894,2.11968,0.000482,0.000482,0.000482
117,11300.7,1.56796,1.1658,1.52537,0.74147,0.62914,0.66844,0.28611,2.03151,1.3635,2.1185,0.0004688,0.0004688,0.0004688
118,11396.2,1.56886,1.15295,1.54047,0.74775,0.61029,0.66338,0.28784,2.01309,1.37708,2.10217,0.0004556,0.0004556,0.0004556
119,11491.4,1.56475,1.16872,1.53167,0.74119,0.61642,0.67146,0.29153,2.02162,1.37131,2.11679,0.0004424,0.0004424,0.0004424
120,11594.4,1.55887,1.17742,1.53021,0.73724,0.62237,0.67077,0.29136,2.01788,1.35955,2.12372,0.0004292,0.0004292,0.0004292
121,11689,1.55918,1.17417,1.53807,0.74839,0.61966,0.6644,0.2865,2.00035,1.36297,2.09315,0.000416,0.000416,0.000416
122,11785.3,1.56548,1.14188,1.52936,0.71888,0.6299,0.66384,0.29194,2.02879,1.35111,2.12202,0.0004028,0.0004028,0.0004028
123,11879.3,1.52625,1.13616,1.49191,0.72374,0.62377,0.66429,0.29062,2.01969,1.3598,2.10171,0.0003896,0.0003896,0.0003896
124,11974.9,1.51938,1.12688,1.50188,0.72598,0.63636,0.66268,0.28978,1.99784,1.32849,2.11454,0.0003764,0.0003764,0.0003764
125,12068.9,1.53962,1.12673,1.51325,0.73028,0.63045,0.67693,0.30026,2.01853,1.33856,2.11813,0.0003632,0.0003632,0.0003632
126,12171.3,1.52276,1.11754,1.50247,0.75352,0.64951,0.69238,0.29779,2.04637,1.33486,2.16364,0.00035,0.00035,0.00035
127,12265.1,1.52453,1.12238,1.50345,0.7595,0.65406,0.69351,0.30151,2.01119,1.30641,2.13412,0.0003368,0.0003368,0.0003368
128,12368.2,1.52536,1.10756,1.51648,0.74531,0.64461,0.67653,0.29718,2.04213,1.31085,2.14913,0.0003236,0.0003236,0.0003236
129,12463.8,1.50466,1.10429,1.50581,0.7329,0.64338,0.67861,0.29938,2.01336,1.31405,2.13719,0.0003104,0.0003104,0.0003104
130,12565.8,1.4958,1.08089,1.48327,0.75437,0.63358,0.68879,0.30458,2.00276,1.28816,2.11972,0.0002972,0.0002972,0.0002972
131,12668.5,1.49454,1.09154,1.49917,0.789,0.63695,0.70083,0.30312,2.00042,1.27643,2.12121,0.000284,0.000284,0.000284
132,12762.4,1.5009,1.10209,1.49991,0.73644,0.64583,0.6887,0.30289,1.99977,1.29882,2.11538,0.0002708,0.0002708,0.0002708
133,12858.7,1.47361,1.06187,1.46893,0.75503,0.65074,0.68359,0.3037,2.00488,1.31882,2.13044,0.0002576,0.0002576,0.0002576
134,12954,1.48819,1.06225,1.47777,0.74471,0.64349,0.67175,0.29572,2.01473,1.33335,2.14241,0.0002444,0.0002444,0.0002444
135,13050.6,1.47899,1.04948,1.47226,0.76636,0.61503,0.67894,0.29477,2.02836,1.33515,2.14828,0.0002312,0.0002312,0.0002312
136,13145.2,1.47648,1.08283,1.46873,0.75167,0.63725,0.67529,0.2982,2.0186,1.31406,2.14035,0.000218,0.000218,0.000218
137,13242,1.46823,1.04625,1.46109,0.74649,0.65564,0.68968,0.30346,2.01217,1.31024,2.14103,0.0002048,0.0002048,0.0002048
138,13336,1.44585,1.05616,1.46635,0.75193,0.64093,0.68608,0.30459,2.00708,1.30534,2.14759,0.0001916,0.0001916,0.0001916
139,13432.4,1.4579,1.06144,1.462,0.77198,0.61397,0.6811,0.30459,2.00634,1.31648,2.13838,0.0001784,0.0001784,0.0001784
140,13527,1.45672,1.05676,1.46541,0.73742,0.64015,0.68034,0.30519,2.01355,1.31121,2.15531,0.0001652,0.0001652,0.0001652
